"","id10","COMUNA","dec10","N2001","N2002","N2003","N2004","N2005","N2006","N2007","N2008","N2009","N2010","N2011","N2012","N2013","N2014","N2015","N2016","N2017"
"16075","K590",13127,"Constipacion",12,8,6,13,10,19,15,13,16,4,2,5,5,9,6,4,4
"16076","K590",13129,"Constipacion",3,4,8,11,7,8,4,6,13,7,13,7,3,3,2,1,1
"16077","K590",13130,"Constipacion",1,14,5,3,8,3,5,5,5,10,10,5,5,1,5,5,7
"16078","K590",13201,"Constipacion",18,13,16,16,13,14,14,19,9,18,10,14,28,19,23,21,26
"16079","K590",13401,"Constipacion",6,16,11,10,15,23,17,13,8,17,18,19,7,6,9,11,9
"16080","K590",13402,"Constipacion",5,1,7,4,5,11,12,15,8,7,2,3,9,5,4,7,16
"16081","K590",13404,"Constipacion",2,1,3,3,1,1,3,7,8,2,3,4,2,6,4,4,7
"16082","K590",13601,"Constipacion",1,7,17,6,1,4,2,2,5,2,1,1,1,1,2,1,2
"16083","K590",2101,"Constipacion",29,41,24,26,29,26,25,27,22,13,9,17,17,12,7,8,7
"16084","K590",2201,"Constipacion",14,12,9,11,19,14,14,9,8,15,14,8,13,18,9,12,18
"16085","K590",2301,"Constipacion",9,5,7,8,11,4,4,5,11,5,3,4,12,7,7,15,12
"16086","K590",3101,"Constipacion",17,6,4,20,13,15,10,7,13,6,14,25,7,9,6,7,7
"16087","K590",3202,"Constipacion",12,8,12,1,6,7,1,3,4,3,6,3,1,1,1,3,2
"16088","K590",4101,"Constipacion",18,38,19,35,31,31,24,33,26,39,54,57,51,37,29,26,16
"16089","K590",4102,"Constipacion",8,3,11,13,19,13,30,27,19,22,15,13,10,13,9,9,12
"16090","K590",4301,"Constipacion",9,4,1,4,4,6,3,2,4,6,8,1,5,6,4,6,5
"16091","K590",5101,"Constipacion",14,21,23,21,21,15,14,14,15,17,20,27,16,20,16,13,12
"16092","K590",5109,"Constipacion",12,19,20,20,17,15,18,23,14,15,23,23,19,19,14,24,18
"16093","K590",5301,"Constipacion",4,10,7,9,11,12,6,12,9,4,3,4,6,3,7,10,7
"16094","K590",5401,"Constipacion",2,2,3,3,6,2,3,5,7,2,6,3,3,4,3,1,3
"16095","K590",5501,"Constipacion",7,13,6,9,5,3,4,6,7,3,12,6,4,5,12,11,2
"16096","K590",5601,"Constipacion",7,11,8,19,14,4,12,8,11,10,22,7,7,4,4,7,2
"16097","K590",5701,"Constipacion",15,9,4,5,11,10,5,13,10,10,5,5,4,6,7,13,10
"16098","K590",6101,"Constipacion",6,10,9,14,12,10,15,7,22,26,21,12,10,11,14,10,22
"16099","K590",6310,"Constipacion",4,5,12,7,19,9,4,5,3,3,4,3,7,7,1,9,11
"16100","K590",7101,"Constipacion",17,24,36,31,24,37,14,19,25,11,18,8,23,17,23,18,24
"16101","K590",7102,"Constipacion",4,8,11,12,2,3,2,2,9,8,12,8,9,7,14,7,9
"16102","K590",7301,"Constipacion",4,16,9,5,5,8,12,4,4,8,5,10,5,5,7,6,5
"16103","K590",7401,"Constipacion",6,12,9,4,10,6,10,10,6,7,6,7,13,6,21,26,8
"16104","K590",7406,"Constipacion",2,6,1,4,1,6,3,4,4,3,2,2,2,7,5,10,16
"16105","K590",8101,"Constipacion",19,14,17,15,23,29,15,11,19,9,21,11,17,7,13,20,25
"16106","K590",8102,"Constipacion",11,6,13,15,6,18,12,9,8,14,11,17,28,24,33,34,71
"16107","K590",8107,"Constipacion",2,5,2,4,3,1,4,1,3,2,5,7,5,7,14,4,5
"16108","K590",8108,"Constipacion",1,3,2,3,4,5,6,11,7,6,7,7,6,7,10,15,4
"16109","K590",8110,"Constipacion",14,11,21,15,21,22,12,11,8,5,9,20,28,12,16,13,15
"16110","K590",8111,"Constipacion",7,4,4,4,6,10,12,8,3,8,1,14,11,14,4,7,6
"16111","K590",8201,"Constipacion",3,4,1,2,4,6,5,10,3,2,3,3,15,4,2,6,12
"16112","K590",8202,"Constipacion",5,3,6,6,2,4,2,8,9,3,6,2,4,9,8,8,18
"16113","K590",8203,"Constipacion",12,9,10,5,7,10,9,5,4,5,4,2,10,11,4,2,7
"16114","K590",8301,"Constipacion",3,17,15,31,19,13,8,16,19,18,18,23,24,19,16,13,12
"16115","K590",8305,"Constipacion",4,4,2,7,1,5,2,4,6,3,2,4,1,13,7,11,22
"16116","K590",8401,"Constipacion",17,24,26,26,28,22,35,25,22,3,10,11,8,5,3,11,15
"16117","K590",9101,"Constipacion",14,25,11,11,13,23,19,16,18,10,8,1,9,12,5,9,17
"16118","K590",9106,"Constipacion",2,2,4,3,2,3,3,3,4,7,3,1,6,7,1,1,5
"16119","K590",9111,"Constipacion",6,6,2,2,1,13,3,4,3,3,1,1,2,3,4,4,4
"16120","K590",9112,"Constipacion",1,1,6,1,3,6,1,3,3,4,2,1,2,1,2,4,5
"16121","K593",4102,"Megacolon, no clasificado en otra parte",2,5,2,1,3,4,2,1,5,3,2,2,3,5,5,6,3
"16122","K593",5101,"Megacolon, no clasificado en otra parte",10,6,8,5,5,4,7,7,10,3,4,4,1,4,5,1,8
"16123","K599",10301,"Trastorno funcional intestinal, no especificado",12,3,1,4,3,8,3,2,4,1,5,1,4,2,5,1,2
"16124","K599",12101,"Trastorno funcional intestinal, no especificado",13,13,18,7,13,3,9,7,7,2,2,6,3,2,1,1,4
"16125","K599",13101,"Trastorno funcional intestinal, no especificado",1,14,12,7,6,7,4,2,2,2,10,12,19,13,4,17,9
"16126","K599",13119,"Trastorno funcional intestinal, no especificado",6,15,16,13,5,12,6,1,7,3,9,3,18,9,3,1,1
"16127","K599",5101,"Trastorno funcional intestinal, no especificado",4,9,2,2,3,4,1,2,10,2,7,3,2,2,4,1,3
"16128","K599",5109,"Trastorno funcional intestinal, no especificado",10,17,16,12,14,20,13,14,21,9,18,6,6,1,1,4,2
"16129","K599",8101,"Trastorno funcional intestinal, no especificado",13,15,12,6,16,12,13,8,9,3,6,7,3,5,4,2,10
"16130","K599",8110,"Trastorno funcional intestinal, no especificado",9,12,4,13,9,3,5,3,2,4,3,13,6,2,3,1,2
"16131","K601",13114,"Fisura anal cronica",5,3,3,6,3,3,1,11,14,16,11,9,18,13,13,13,17
"16132","K601",8110,"Fisura anal cronica",5,5,3,4,1,3,4,3,2,1,3,5,3,2,5,4,5
"16133","K602",10101,"Fisura anal, no especificada",4,3,7,5,9,13,8,10,15,7,8,8,3,4,5,2,3
"16134","K602",12101,"Fisura anal, no especificada",12,20,20,8,20,7,9,10,13,5,11,7,6,7,6,4,3
"16135","K602",13101,"Fisura anal, no especificada",14,10,8,9,8,10,10,8,8,12,4,8,11,6,12,12,5
"16136","K602",13105,"Fisura anal, no especificada",4,10,4,3,6,5,8,2,3,7,1,2,4,5,3,3,1
"16137","K602",13110,"Fisura anal, no especificada",9,11,11,6,9,5,7,9,6,10,4,6,4,7,3,6,3
"16138","K602",13111,"Fisura anal, no especificada",3,4,4,3,2,1,1,6,4,7,2,4,4,1,3,2,1
"16139","K602",13113,"Fisura anal, no especificada",15,4,5,5,4,6,4,7,6,5,5,2,2,6,2,1,3
"16140","K602",13114,"Fisura anal, no especificada",29,23,22,16,18,19,20,20,29,15,7,13,14,13,12,5,11
"16141","K602",13119,"Fisura anal, no especificada",22,10,4,19,11,13,11,9,17,7,4,8,4,4,11,9,1
"16142","K602",13120,"Fisura anal, no especificada",7,9,3,7,10,13,8,7,6,7,5,5,4,7,2,5,6
"16143","K602",13122,"Fisura anal, no especificada",15,13,9,9,19,20,10,9,10,11,6,5,3,6,3,2,1
"16144","K602",13123,"Fisura anal, no especificada",17,14,6,14,9,11,5,11,4,3,5,5,4,3,6,2,1
"16145","K602",13124,"Fisura anal, no especificada",4,1,1,1,3,1,4,3,1,1,2,2,3,4,4,2,1
"16146","K602",13201,"Fisura anal, no especificada",12,5,9,4,15,12,5,9,12,12,5,7,8,9,8,8,9
"16147","K602",13401,"Fisura anal, no especificada",7,12,15,18,9,3,9,13,5,8,6,1,3,10,3,4,5
"16148","K602",2101,"Fisura anal, no especificada",11,10,11,8,9,9,7,5,9,12,9,9,10,4,10,9,5
"16149","K602",2201,"Fisura anal, no especificada",3,5,6,4,2,4,2,4,3,5,2,1,1,2,5,5,2
"16150","K602",5101,"Fisura anal, no especificada",21,16,16,13,12,5,10,12,14,17,10,14,13,9,9,8,14
"16151","K602",5109,"Fisura anal, no especificada",14,10,17,18,17,7,8,16,8,8,14,16,7,8,13,4,13
"16152","K602",5501,"Fisura anal, no especificada",2,5,2,1,4,3,4,4,5,5,4,4,3,4,2,3,3
"16153","K602",6101,"Fisura anal, no especificada",20,12,12,12,17,8,11,7,10,8,12,5,2,2,4,5,4
"16154","K602",7101,"Fisura anal, no especificada",6,8,13,8,9,4,6,4,5,3,6,2,7,5,13,9,11
"16155","K602",7301,"Fisura anal, no especificada",8,9,11,8,6,9,10,3,1,2,5,3,1,1,1,5,2
"16156","K602",8101,"Fisura anal, no especificada",8,4,5,4,6,9,3,9,9,6,4,7,7,9,4,12,9
"16157","K602",8110,"Fisura anal, no especificada",11,4,7,1,3,7,7,7,10,11,15,4,7,11,3,3,14
"16158","K602",8301,"Fisura anal, no especificada",3,6,5,8,9,14,6,3,4,2,2,6,2,7,15,4,3
"16159","K602",8401,"Fisura anal, no especificada",6,6,11,5,4,4,4,2,5,3,4,5,3,2,6,3,3
"16160","K603",10101,"Fisura anal",1,3,4,6,5,9,4,6,7,2,2,6,12,18,17,14,17
"16161","K603",1101,"Fisura anal",25,5,18,18,20,21,25,7,15,6,5,10,6,9,2,8,1
"16162","K603",12101,"Fisura anal",1,1,1,1,1,2,1,5,1,1,7,6,1,5,7,2,6
"16163","K603",13101,"Fisura anal",8,5,2,3,5,7,6,11,6,10,3,3,6,8,15,13,15
"16164","K603",13110,"Fisura anal",2,4,3,3,11,10,5,5,11,7,6,7,8,7,7,11,3
"16165","K603",13114,"Fisura anal",6,4,3,7,8,6,9,17,13,14,11,15,11,14,11,11,26
"16166","K603",13119,"Fisura anal",6,5,6,5,5,7,6,9,5,6,1,10,4,7,6,8,11
"16167","K603",13123,"Fisura anal",1,1,3,4,9,8,4,5,8,10,6,6,5,6,11,7,5
"16168","K603",13128,"Fisura anal",1,2,3,4,3,2,2,1,2,1,1,1,2,3,4,3,5
"16169","K603",13201,"Fisura anal",2,5,5,4,10,12,9,20,16,9,10,9,7,10,13,19,12
"16170","K603",13401,"Fisura anal",2,6,2,5,4,4,5,8,5,11,3,2,4,2,9,3,4
"16171","K603",2101,"Fisura anal",2,3,9,5,2,3,6,4,6,8,4,8,1,5,8,10,9
"16172","K603",4101,"Fisura anal",1,4,6,5,6,4,5,7,4,11,9,2,5,2,7,4,4
"16173","K603",4102,"Fisura anal",2,5,1,4,4,4,1,8,10,7,11,6,4,5,7,4,7
"16174","K603",5101,"Fisura anal",2,11,7,5,7,11,3,11,9,10,15,10,9,5,5,9,16
"16175","K603",5109,"Fisura anal",11,12,11,12,8,19,11,20,10,7,18,10,14,11,13,7,17
"16176","K603",5501,"Fisura anal",5,6,1,4,2,3,2,3,4,1,6,8,2,5,4,8,2
"16177","K603",7401,"Fisura anal",3,1,7,8,2,4,7,2,3,4,7,3,1,10,4,4,2
"16178","K603",8102,"Fisura anal",7,2,5,5,6,3,3,11,2,3,9,5,1,6,6,6,4
"16179","K603",8110,"Fisura anal",2,11,7,4,3,3,2,1,5,1,3,5,3,3,2,6,6
"16180","K603",8401,"Fisura anal",3,8,9,5,9,5,4,6,7,7,8,7,1,4,4,5,8
"16181","K604",13114,"Fistula rectal",5,7,8,4,3,5,1,3,4,1,4,4,1,1,1,3,2
"16182","K605",1101,"Fistula anorrectal",4,3,4,4,6,10,14,15,10,2,8,15,8,11,9,21,13
"16183","K605",13101,"Fistula anorrectal",16,11,16,10,19,11,10,12,14,12,20,19,29,31,50,39,49
"16184","K605",13103,"Fistula anorrectal",3,8,5,10,2,5,6,4,4,3,2,1,3,4,3,7,15
"16185","K605",13104,"Fistula anorrectal",4,1,1,2,2,1,6,3,4,5,3,1,4,3,4,3,11
"16186","K605",13105,"Fistula anorrectal",4,3,2,2,8,5,4,2,2,3,5,2,8,16,10,11,10
"16187","K605",13106,"Fistula anorrectal",12,4,7,3,6,4,2,5,5,2,4,2,4,4,12,9,5
"16188","K605",13110,"Fistula anorrectal",4,4,4,10,7,5,4,5,6,8,8,12,12,17,18,17,23
"16189","K605",13113,"Fistula anorrectal",3,1,6,1,1,4,2,4,5,3,5,7,8,4,6,7,5
"16190","K605",13114,"Fistula anorrectal",9,5,9,6,10,13,19,13,15,19,13,17,17,17,24,15,23
"16191","K605",13118,"Fistula anorrectal",3,2,4,3,5,1,2,1,4,5,2,4,13,8,7,9,5
"16192","K605",13119,"Fistula anorrectal",25,24,23,15,8,16,8,14,19,20,10,20,27,40,32,33,32
"16193","K605",13120,"Fistula anorrectal",6,6,6,7,4,3,6,7,8,7,11,17,14,12,13,11,18
"16194","K605",13123,"Fistula anorrectal",7,3,7,3,8,7,3,9,7,9,8,10,15,2,17,12,17
"16195","K605",13124,"Fistula anorrectal",2,10,3,2,6,5,9,5,2,1,6,10,13,5,5,6,11
"16196","K605",13125,"Fistula anorrectal",5,1,1,3,2,3,4,5,4,5,5,17,8,10,8,7,23
"16197","K605",13126,"Fistula anorrectal",7,6,9,3,3,3,4,5,1,3,3,6,4,1,4,5,10
"16198","K605",13127,"Fistula anorrectal",2,4,5,4,1,6,3,2,5,2,3,7,9,7,10,13,5
"16199","K605",13130,"Fistula anorrectal",2,1,2,3,1,1,2,5,8,4,4,4,5,9,13,12,12
"16200","K605",13132,"Fistula anorrectal",2,2,1,3,8,2,3,5,4,2,1,5,5,3,5,4,8
"16201","K605",13201,"Fistula anorrectal",5,3,2,4,4,8,12,7,11,7,13,14,21,19,28,20,27
"16202","K605",13401,"Fistula anorrectal",1,6,4,4,9,3,9,10,4,16,14,4,11,12,12,18,15
"16203","K605",2101,"Fistula anorrectal",6,5,4,8,11,14,15,17,17,20,20,22,20,16,32,27,35
"16204","K605",4102,"Fistula anorrectal",1,3,1,1,2,6,1,6,3,2,3,4,4,8,6,10,4
"16205","K605",5101,"Fistula anorrectal",2,3,5,3,6,6,7,11,14,7,8,8,3,7,8,10,10
"16206","K605",7101,"Fistula anorrectal",8,4,7,7,6,2,1,8,7,14,7,16,10,17,52,21,21
"16207","K605",7301,"Fistula anorrectal",1,2,9,9,3,6,3,3,8,7,7,8,3,4,3,4,2
"16208","K605",8101,"Fistula anorrectal",1,2,2,3,3,7,3,6,5,12,8,4,11,9,8,6,3
"16209","K610",10101,"Absceso anal",15,25,13,24,24,33,29,28,33,33,23,30,39,24,35,38,29
"16210","K610",10107,"Absceso anal",3,2,2,3,4,1,2,2,1,1,1,1,4,2,3,4,3
"16211","K610",10109,"Absceso anal",6,4,3,4,6,2,5,10,9,12,6,3,7,5,4,3,2
"16212","K610",10201,"Absceso anal",2,6,4,9,8,7,7,11,6,4,6,3,5,8,10,9,4
"16213","K610",10202,"Absceso anal",2,1,6,4,3,6,1,4,4,5,9,2,5,5,7,4,10
"16214","K610",10301,"Absceso anal",18,11,8,16,15,14,16,13,19,16,18,18,18,36,31,42,29
"16215","K610",10303,"Absceso anal",1,1,1,1,3,3,2,3,4,1,2,3,1,6,5,5,3
"16216","K610",1101,"Absceso anal",55,40,46,32,33,39,42,38,40,39,29,30,24,25,27,49,31
"16217","K610",11101,"Absceso anal",5,4,1,5,1,4,1,5,3,3,6,4,4,1,6,7,5
"16218","K610",12101,"Absceso anal",34,29,27,21,22,32,26,29,25,40,26,19,26,20,21,26,44
"16219","K610",13101,"Absceso anal",26,27,30,24,27,50,37,25,19,31,28,53,69,46,35,53,66
"16220","K610",13102,"Absceso anal",6,3,12,14,4,15,15,2,6,5,4,8,7,8,7,4,10
"16221","K610",13103,"Absceso anal",2,5,7,5,2,5,2,12,8,6,5,9,19,12,14,19,11
"16222","K610",13104,"Absceso anal",14,10,11,18,19,20,14,16,15,20,18,32,18,19,14,18,14
"16223","K610",13105,"Absceso anal",12,14,13,15,20,16,21,26,18,22,24,24,26,29,22,21,27
"16224","K610",13106,"Absceso anal",3,8,8,11,12,9,16,5,9,4,10,12,19,20,10,11,18
"16225","K610",13108,"Absceso anal",8,2,3,4,4,11,9,9,8,16,8,12,7,13,8,9,9
"16226","K610",13109,"Absceso anal",5,5,7,6,4,7,7,6,17,8,9,5,12,11,6,9,12
"16227","K610",13110,"Absceso anal",23,22,28,31,24,44,49,36,38,50,33,53,42,26,42,31,31
"16228","K610",13111,"Absceso anal",6,15,12,12,11,18,14,12,21,21,20,19,22,18,33,17,25
"16229","K610",13112,"Absceso anal",21,20,11,20,24,14,18,16,20,37,29,30,27,20,14,28,24
"16230","K610",13113,"Absceso anal",8,7,7,8,12,13,9,12,10,8,8,14,16,15,10,7,7
"16231","K610",13114,"Absceso anal",28,23,28,15,33,22,31,35,37,48,34,32,34,37,27,40,38
"16232","K610",13115,"Absceso anal",6,9,8,6,7,12,5,19,4,15,8,10,10,9,9,6,11
"16233","K610",13116,"Absceso anal",3,4,5,6,8,6,8,7,12,14,11,8,15,9,11,30,19
"16234","K610",13117,"Absceso anal",6,5,8,7,4,8,6,3,3,4,6,6,14,13,7,7,9
"16235","K610",13118,"Absceso anal",15,12,11,10,6,8,11,10,6,13,10,5,6,6,4,11,5
"16236","K610",13119,"Absceso anal",15,23,30,29,44,42,34,27,23,27,34,41,50,52,43,38,75
"16237","K610",13120,"Absceso anal",20,16,8,15,19,21,22,16,20,24,14,20,21,18,18,10,21
"16238","K610",13121,"Absceso anal",7,4,2,4,4,5,4,8,11,4,13,3,7,4,9,14,18
"16239","K610",13122,"Absceso anal",16,19,26,18,10,23,22,16,16,19,11,9,12,12,12,8,8
"16240","K610",13123,"Absceso anal",10,9,14,13,22,27,23,11,15,22,12,31,24,17,22,8,8
"16241","K610",13124,"Absceso anal",7,7,8,7,11,13,12,9,15,19,7,13,11,7,11,16,16
"16242","K610",13125,"Absceso anal",6,8,6,11,6,6,13,12,12,16,16,17,17,17,15,7,13
"16243","K610",13126,"Absceso anal",4,7,1,7,3,7,9,5,4,5,7,6,8,10,10,7,13
"16244","K610",13127,"Absceso anal",15,5,12,18,21,11,12,17,27,15,17,24,23,29,16,18,18
"16245","K610",13128,"Absceso anal",4,10,6,5,6,11,8,8,6,7,11,14,13,9,9,8,9
"16246","K610",13129,"Absceso anal",3,11,8,7,6,7,2,8,10,7,12,8,10,10,6,17,20
"16247","K610",13130,"Absceso anal",7,2,9,11,5,7,7,8,8,11,6,7,9,8,8,16,15
"16248","K610",13131,"Absceso anal",3,11,6,4,7,7,6,7,12,15,19,15,16,10,6,11,11
"16249","K610",13132,"Absceso anal",8,6,7,9,8,4,6,4,7,4,4,12,7,15,12,12,12
"16250","K610",13201,"Absceso anal",34,38,48,47,53,62,57,65,88,77,65,103,100,93,128,130,132
"16251","K610",13301,"Absceso anal",5,6,7,13,7,11,8,11,9,10,13,5,27,20,10,12,14
"16252","K610",13401,"Absceso anal",16,18,18,23,21,30,32,37,41,44,38,39,34,27,43,33,19
"16253","K610",13402,"Absceso anal",4,8,6,2,7,11,7,7,5,10,15,11,16,12,5,5,5
"16254","K610",13404,"Absceso anal",4,1,4,4,1,1,1,5,5,4,7,9,8,10,3,5,3
"16255","K610",13501,"Absceso anal",4,12,13,11,10,15,13,10,4,6,10,11,9,15,8,7,4
"16256","K610",13601,"Absceso anal",1,2,1,4,4,3,6,1,6,2,4,9,7,3,9,4,6
"16257","K610",13605,"Absceso anal",2,2,3,6,5,8,2,8,3,2,6,7,4,5,5,6,6
"16258","K610",2101,"Absceso anal",40,68,58,58,59,62,60,68,66,62,66,62,43,44,60,44,52
"16259","K610",2201,"Absceso anal",41,34,49,41,34,55,52,48,47,48,42,56,39,44,24,35,27
"16260","K610",2301,"Absceso anal",2,8,8,10,9,4,3,2,4,3,6,3,5,5,6,6,5
"16261","K610",3101,"Absceso anal",22,43,27,18,18,31,46,31,20,46,57,28,33,23,34,32,38
"16262","K610",3301,"Absceso anal",4,12,10,9,7,9,9,4,11,11,24,11,8,13,16,16,9
"16263","K610",4101,"Absceso anal",12,24,25,23,24,22,22,21,26,33,58,35,19,21,22,25,14
"16264","K610",4102,"Absceso anal",14,21,21,16,16,10,12,11,18,24,31,24,52,26,25,32,34
"16265","K610",4106,"Absceso anal",1,2,1,8,4,4,6,3,4,3,6,3,1,1,1,1,2
"16266","K610",4301,"Absceso anal",16,13,15,13,21,15,12,14,24,14,24,22,16,9,17,19,24
"16267","K610",5101,"Absceso anal",64,43,43,32,41,32,47,72,68,63,69,71,43,52,36,33,32
"16268","K610",5103,"Absceso anal",1,1,2,4,4,6,2,6,13,9,5,8,5,5,5,7,4
"16269","K610",5107,"Absceso anal",1,9,1,3,2,3,1,4,5,3,8,1,1,6,2,2,2
"16270","K610",5109,"Absceso anal",23,28,47,31,47,48,42,76,65,65,78,69,77,71,57,45,43
"16271","K610",5301,"Absceso anal",7,3,7,4,8,4,11,6,5,6,14,17,13,12,10,18,12
"16272","K610",5501,"Absceso anal",13,10,16,12,12,15,17,14,5,16,17,13,10,13,14,6,11
"16273","K610",5502,"Absceso anal",4,6,4,4,1,6,9,10,3,9,6,4,2,6,12,1,3
"16274","K610",5601,"Absceso anal",5,11,7,17,21,5,12,14,15,19,18,7,11,17,14,6,15
"16275","K610",5701,"Absceso anal",9,8,10,7,11,12,9,9,11,7,13,16,12,21,6,13,7
"16276","K610",5703,"Absceso anal",1,4,4,6,4,3,2,1,3,2,6,1,6,3,3,4,5
"16277","K610",6101,"Absceso anal",25,35,33,28,31,20,25,26,40,27,53,44,30,28,44,25,26
"16278","K610",6108,"Absceso anal",4,1,2,1,2,1,1,2,7,5,4,8,4,5,3,4,2
"16279","K610",6117,"Absceso anal",5,5,10,1,5,6,4,1,9,4,8,12,4,5,1,6,3
"16280","K610",6301,"Absceso anal",11,5,6,9,21,5,10,9,4,8,14,7,4,11,5,10,7
"16281","K610",7101,"Absceso anal",34,31,26,36,27,32,31,30,29,22,42,23,22,23,18,23,25
"16282","K610",7102,"Absceso anal",6,4,11,13,5,4,6,10,4,3,7,5,6,5,4,5,7
"16283","K610",7201,"Absceso anal",1,1,4,2,5,2,8,7,10,5,6,5,8,7,6,2,4
"16284","K610",7301,"Absceso anal",9,15,18,13,15,14,13,5,12,13,13,8,4,2,8,10,13
"16285","K610",7304,"Absceso anal",3,4,3,3,2,2,3,1,6,3,9,6,3,1,3,2,3
"16286","K610",7401,"Absceso anal",7,12,14,7,4,12,14,10,15,11,15,13,14,5,13,10,9
"16287","K610",7404,"Absceso anal",5,11,4,1,9,6,5,9,4,6,14,8,10,5,9,4,3
"16288","K610",7406,"Absceso anal",14,8,9,2,4,10,2,8,6,10,8,7,6,9,6,4,3
"16289","K610",8101,"Absceso anal",25,49,29,38,51,41,41,32,37,38,43,35,47,44,44,56,40
"16290","K610",8102,"Absceso anal",11,9,17,15,21,9,15,20,17,13,15,14,14,23,11,17,25
"16291","K610",8103,"Absceso anal",4,7,8,8,9,10,11,10,13,12,10,10,15,13,17,27,15
"16292","K610",8106,"Absceso anal",13,5,6,18,7,4,9,9,9,3,9,9,11,7,9,6,16
"16293","K610",8107,"Absceso anal",2,9,7,11,11,14,10,12,9,8,7,8,4,9,5,11,4
"16294","K610",8108,"Absceso anal",8,4,6,6,7,15,8,4,10,8,22,12,19,22,26,21,27
"16295","K610",8110,"Absceso anal",45,50,80,79,39,19,41,22,30,25,27,18,17,32,28,22,27
"16296","K610",8111,"Absceso anal",3,11,8,12,8,9,11,5,11,7,17,15,8,12,7,5,17
"16297","K610",8201,"Absceso anal",1,5,7,5,1,2,3,4,6,4,4,5,5,3,3,9,7
"16298","K610",8202,"Absceso anal",4,3,3,6,10,5,8,6,9,4,3,1,2,3,6,3,9
"16299","K610",8205,"Absceso anal",1,7,4,4,9,4,6,3,2,11,11,1,12,4,2,11,11
"16300","K610",8301,"Absceso anal",7,12,13,12,32,32,27,29,45,57,48,27,48,33,40,29,37
"16301","K610",8305,"Absceso anal",5,4,5,3,1,2,1,2,8,10,4,4,5,3,5,17,2
"16302","K610",8306,"Absceso anal",6,1,4,2,5,6,3,6,1,4,8,4,10,3,4,2,3
"16303","K610",8401,"Absceso anal",17,25,19,33,28,30,19,26,36,21,37,26,24,33,21,23,25
"16304","K610",8416,"Absceso anal",6,6,3,7,5,6,2,5,4,3,7,2,11,10,12,6,9
"16305","K610",9101,"Absceso anal",23,31,49,46,35,24,41,47,44,50,49,23,41,33,44,36,38
"16306","K610",9108,"Absceso anal",2,9,3,5,5,11,6,4,3,3,6,1,5,5,1,3,4
"16307","K610",9111,"Absceso anal",3,5,6,5,8,9,4,4,4,6,7,2,2,5,4,4,6
"16308","K610",9112,"Absceso anal",3,3,2,3,6,6,4,4,7,9,10,3,8,8,10,8,8
"16309","K610",9120,"Absceso anal",3,1,3,1,2,4,2,3,9,4,10,10,13,10,11,13,1
"16310","K610",9201,"Absceso anal",9,5,4,2,4,7,10,8,7,12,11,7,6,12,7,11,10
"16311","K610",9202,"Absceso anal",4,3,2,1,3,5,5,5,4,4,1,4,3,4,4,2,5
"16312","K610",9211,"Absceso anal",5,3,3,3,2,3,3,3,2,5,4,6,6,9,7,9,18
"16313","K610",99999,"Absceso anal",20,2,10,1,1,3,1,1,10,7,2,6,5,4,5,2,3
"16314","K612",1101,"Absceso anorrectal",27,29,10,5,6,16,13,16,6,16,26,13,16,11,10,13,17
